,,save_select_difficulty,,เลือกระดับความยาก,CHOIX DE LA DIFFICULTÉ,SELECCIONAR DIFICULTAD,SCHWIERIGKEIT WÄHLEN,SELEZIONA DIFFICOLTÀ,SELEC. DIFICULDADE,難しさを選ぶ
,,save_select_difficulty_prompt,,เลือกระดับความยาก,Sélectionner difficulté,Seleccionar dificultad,Schwierigkeit wählen,Seleziona difficoltà,Selecionar dificuldade,難しさを選ぶ
,,save_select_hero,,เลือกตัวละคร,CHOIX DU PERSONNAGE,SELECCIONAR PERSONAJE,CHARAKTER WÄHLEN,SELEZIONA PERSONAGGIO,SELEC. PERSONAGEM,キャラクターを選ぶ
,,save_select_hero_prompt,,เริ่มเกม,Commencer le jeu,Iniciar partida,Spiel starten,Inizia partita,Iniciar jogo,ゲームスタート
,,save_delete_confirm_title,,ลบบันทึก?,EFFACER LA PARTIE ?,¿BORRAR PARTIDA?,SPIELSTAND LÖSCHEN?,ELIMINARE IL SALVATAGGIO?,EXCLUIR JOGO?,データを削除しますか？
,,save_delete_confirm_desc,,คุณแน่ใจไหมว่าต้องการลบบันทึกนี้? ความคืบหน้าของเกมทั้งหมดจะหายไป!,Veux-tu vraiment effacer cette partie ? Toute progression au sein du jeu sera perdue !,¿Seguro que quieres borrar esta partida guardada? ¡Se perderá todo el progreso realizado!,Spielstand wirklich löschen? Alle Spielfortschritte gehen verloren!,Vuoi eliminare questo salvataggio? Tutti i progressi di gioco andranno persi!,Deseja mesmo excluir este jogo salvo? Você perderá todo o progresso!,このセーブデータを削除してよろしいですか？　進行状況が失われます！
,,save_delete_confirm_delete,,"ใช่, ลบบันทึกนี้","oui, effacer cette partie","sí, borrar esta partida","ja, spielstand löschen","sì, elimina questo salvataggio","sim, excluir jogo salvo",はい、削除します
,,save_delete_confirm_cancel,,"ไม่, กลับไปที่เมนู","non, revenir au menu","no, volver al menú","nein, zurück zum menü","no, torna al menu","não, voltar ao menu",いいえ、メニューに戻ります
,,save_delete_confirm_prompt,,ยืนยัน,Confirmer,Confirmar,Bestätigen,Conferma,Confirmar,決定
,,password_input_title,,ป้อนรหัสผ่าน RETRO,MOT DE PASSE RÉTRO,INTRODUCIR CONTRASEÑA RETRO,RETRO-PASSWORT EINGEBEN,INSERISCI PASSWORD RETRO,INSERIR SENHA RETRÔ,レトロ パスワードを入力
,,password_input_prompt,,ป้อนรหัสผ่าน retro,Entrer un mot de passe rétro,Introducir contraseña retro,Retro-Passwort eingeben,Inserisci password retro,Insira a senha retrô,レトロ パスワードを入力
,,password_input_desc,,"คุณสามารถเล่นเกมเก่าต่อได้โดยใช้รหัสผ่านจากเวอร์ชันปี 1989.
คุณสามารถรับรหัสผ่านใหม่ได้ในหมู่บ้าน.","Il est possible de continuer une partie grâce à un mot de passe de la version de 1989.
Tu peux aussi obtenir un nouveau mot de passe au village.","Puedes continuar una partida antigua usando una contraseña de la versión de 1989.
También puedes obtener nuevas contraseñas en la aldea.","Du kannst ein altes Spiel fortsetzen, indem du ein Passwort aus der 1989-Version verwendest.
Im Dorf bekommst du auch neue Passwörter.","Puoi riprendere una vecchia partita usando una password della versione del 1989.
Puoi anche ottenere nuove password nel villaggio.","Você pode retomar um jogo antigo usando uma senha da versão de 1989.
Você também pode obter novas senhas no vilarejo.","1989年バージョンのパスワードがあれば、その続きからプレイできます。
また、村で新しいパスワードを入手することもできます。"
,,password_input_validate_prompt,,ยืนยันรหัสผ่าน,Valider le mot de passe,Confirmar contraseña,Passwort bestätigen,Conferma password,Confirmar senha,パスワードの確認
,,move_prompt,,เคลื่อนที่,Se déplacer,Moverse,Bewegen,Spostati,Mover,移動
,,select_prompt,,เลือก,Choisir,Seleccionar,Auswählen,Seleziona,Selecionar,選ぶ
,,enter_prompt,,ตกลง,Entrer,Validar,Eingeben,Conferma,Validar,決定
,,toggle_prompt,,สลับ,Basculer,Alternar,An/Aus,Alterna,Alternar,オン/オフ
,,choose_prompt,,เลือก,Choisir,Elegir,Wählen,Scegli,Escolher,選ぶ
,,adjust_prompt,,ปรับ,Ajuster,Ajustar,Anpassen,Regola,Ajustar,調整
,,back_prompt,,กลับ,Retour,Atrás,Zurück,Indietro,Voltar,戻る
,,continue_prompt,,ดำเนินการต่อ,Continuer,Continuar,Fortsetzen,Continua,Continuar,コンティニュー
,,retry_prompt,,ลองอีกครั้ง,Réessayer,Reintentar,Nochmal,Riprova,Repetir,やり直す
,,yes_prompt,,ใช่,Oui,Sí,Ja,Sì,Sim,はい
,,no_prompt,,ไม่,Non,No,Nein,No,Não,いいえ
,,edit_prompt,,แก้ไข,Editer,Modificar,Bearbeiten,Modifica,Editar,編集
,,delete_prompt,,ลบ,Effacer,Borrar,Löschen,Elimina,Excluir,削除
,,difficulty_0_name,,ง่าย,Facile,Fácil,Einfach,Facile,Fácil,やさしい
,,difficulty_0_desc,,"สำหรับผู้เล่นทั่วไปหรือเด็ก!
มอนสเตอร์เอาชนะได้ง่าย.
คุณจะได้รับยาเพิ่มพลังชีวิต.","Pour les joueurs occasionnels ou les jeunots !
Les monstres sont moins coriaces.
Des potions de vie supplémentaires sont fournies.","¡Para jugadores jóvenes u ocasionales!
Los monstruos son más fáciles de derrotar.
Recibes pociones de vida extras.","Für Neulinge und Jünglinge!
Monster sind leichter zu schlagen.
Du bekommst extra Lebenstränke.","Per giocatori occasionali o non esperti!
Sconfiggere i mostri è più facile.
Disponi di un numero maggiore di pozioni curative.","Para jogadores casuais ou crianças!
Os monstros são mais fáceis.
Você ganha mais poções de vida.","気楽に遊べる、子供向け！
モンスターはあまり強くない。
復活の薬を余分に持てる。"
,,difficulty_1_name,,ปกติ,Normal,Normal,Normal,Normale,Normal,ノーマル
,,difficulty_1_desc,,"ความยากปกติ. 
เป็นความท้าทายที่ยุติธรรมสำหรับผู้เล่นส่วนใหญ่.","Difficulté normale.
Un challenge adapté à la plupart des joueurs.","Dificultad normal.
Un reto para la mayoría de jugadores.","Normale Schwierigkeit.
Für die meisten Spieler geeignet.","Difficoltà media. 
Una sfida adatta alla maggior parte dei giocatori.","Dificuldade normal. 
Um desafio justo para a maioria dos jogadores.","普通の難しさ。
ほとんどのプレイヤーにおすすめ。"
,,difficulty_2_name,,ยาก,Difficile,Difícil,Schwer,Difficile,Difícil,ハード
,,difficulty_2_desc,,"สำหรับนักผจญภัยที่มีประสบการณ์!
มอนสเตอร์ยากที่จะเอาชนะ.
คุณมีเวลาจำกัด.","Pour les aventuriers aguerris !
Les monstres sont plus coriaces.
Le temps est limité.","¡Para aventureros veteranos!
Los monstruos son más difíciles de derrotar.
Tienes un tiempo limitado.","Für erfahrene Abenteurer!
Monster sind schwer zu schlagen.
Es gibt ein Zeitlimit.","Per avventurieri esperti!
Sconfiggere i mostri è più difficile.
Il tempo a disposizione è limitato.","Para aventureiros experientes!
Os monstros são mais difíceis.
Você tem um limite de tempo.","歴戦の冒険者専用！
モンスターはかなり手ごわい。
時間制限がある。"
,,difficulty_3_name,,ท้าทาย,Extrême,Extrema,Extrem,Estrema,Extremo,エクストリーム
,,difficulty_3_desc,,ยากโครตๆ.,Non recommandé.,No recomendado.,Nicht zu empfehlen.,Caldamente sconsigliata.,Não recomendado.,お勧めしません。
,,hero_select_0,,เด็กชาย,Boy,Boy,Junge,Boy,Boy,少年
,,hero_select_0_desc,,"นักผจญภัยสุดคลาสสิกเขาแลกสเก็ตบอร์ดเป็นดาบและโล่.
เขาท่องไปใน มอนสเตอร์แลน เพื่อค้นหา Meka Dragon.
(Impeccable haircut)","L'aventurier classique qui a troqué son skate contre une épée et un bouclier.
Ce garçon téméraire sillonne Monster Land à la recherche du Meka Dragon.
(Coiffure impeccable.)","El aventurero clásico. Cambió el monopatín por una espada y un escudo.
Recorre Monster Land en busca del Mekadragón.
(Corte de pelo impecable)","Der klassische Abenteurer. Hat Skateboard gegen Schwert und Schild getauscht.
Durchstreifte das Monster Land auf der Suche nach dem Meka-Drachen.
(Tadelloser Haarschnitt)","Il leggendario avventuriero. Ha barattato lo skateboard con una spada e uno scudo.
Ha esplorato Monster Land alla ricerca del Drago Meka.
(Taglio di capelli impeccabile)","O aventureiro clássico. Ele trocou o skate por uma espada e um escudo.
Ele vaga por Monster Land em busca do Dragão Cospe Fogo.
(Penteado impecável)","クラシックな冒険者。スケボーを剣と盾に交換した。
メカドラゴンを探して、モンスターランドを旅している。
（髪型がカッコいい）"
,,hero_select_1,,เด็กหญิง,Girl,Girl,Mädchen,Girl,Girl,少女
,,hero_select_1_desc,,"เธอมาเพื่อลงมือทำอะไรบางอย่างและเธอหมายถึงธุรกิจ!
เธอท่องไปใน มอนสเตอร์แลน เพื่อค้นหา Meka Dragon.
(Impeccable haircut)","Accro à l'action, elle est venue pour mettre le feu aux poudres !
Cette fille intrépide sillonne Monster Land à la recherche du Meka Dragon.
(Coiffure impeccable.)","¡Tiene ganas de acción y se lo toma muy en serio!
Recorre Monster Land en busca del Mekadragón.
(Corte de pelo impecable)","Gefahr ist ihr Geschäft, und sie meint es ernst!
Durchstreifte das Monster Land auf der Suche nach dem Meka-Drachen.
(Tadelloser Haarschnitt)","È a caccia di avventure e fa molto sul serio!
Ha esplorato Monster Land alla ricerca del Drago Meka.
(Pettinatura impeccabile)","Ela tem sede de ação e não está para brincadeira!
Ela vaga por Monster Land em busca do Dragão Cospe Fogo.
(Penteado impecável)","派手なアクションがしたくてやって来た。やる気は本物！
メカドラゴンを探して、モンスターランドを旅している。
（髪型がカッコいい）"
,,gallery_title,,แกลเลอรี่,GALERIE,GALERÍA,GALERIE,GALLERIA,GALERIA,ギャラリー
,,gallery_select_prompt,,เลือก,Choisir,Seleccionar,Auswählen,Seleziona,Selecionar,選ぶ
,,gallery_view_prompt,,ดู,Voir,Ver,Anzeigen,Visualizza,Ver,見る
,,gallery_date_fmt_year,,%(YEAR),%(YEAR),%(YEAR),%(YEAR),%(YEAR),%(YEAR),%(YEAR)年
,,gallery_date_fmt_yearmonth,,%(YEAR)/%(MONTH),%(YEAR)/%(MONTH),%(YEAR)/%(MONTH),%(MONTH)/%(YEAR),%(MONTH)/%(YEAR),%(MONTH)/%(YEAR),%(YEAR)年%(MONTH)月
,,gallery_category_illustrations,,ภาพประกอบ,Illustrations,Ilustraciones,Illustrationen,Illustrazioni,Ilustrações,イラストレーション
,,gallery_category_characters,,ตัวละคร,Personnages,Personajes,Charaktere,Personaggi,Personagens,キャラクター
,,gallery_category_character_design,,การออกแบบตัวละคร,Conception des personnages,Diseño de personajes,Charakter-Design,Design personaggi,Design de personagens,キャラクターデザイン
,,gallery_category_character_dev,,การพัฒนาตัวละคร,Développement des personnages,Desarrollo de personajes,Charakter-Entwicklung,Sviluppo personaggi,Desenv. de personagens,キャラクター開発
,,gallery_category_character_anim,,แอนิเมชั่นตัวละคร,Animation des personnages,Animación de personajes,Charakter-Animation,Animazione personaggi,Animação de personagens,キャラクターアニメーション
,,gallery_category_monsters,,มอนสเตอร์,Monstres,Monstruos,Monster,Mostri,Monstros,モンスター
,,gallery_category_dragons,,มังกร,Dragons,Dragones,Drachen,Draghi,Dragões,ドラゴン
,,gallery_category_locations,,สถานที่,Lieux,Escenarios,Schauplätze,Luoghi,Locais,ステージ
,,gallery_category_backgrounds,,ภาพพื้นหลัง,Arrière-plans,Fondos,Hintergründe,Sfondi,Cenários de fundo,背景
,,gallery_category_roughs,,Roughs,Brouillons,Bocetos,Skizzen,Bozze,Esboços,ラフ
,,gallery_category_animations,,ภาพเคลื่อนไหว,Animations,Animaciones,Animationen,Animazioni,Animações,アニメーション
,,gallery_category_audio_sessions,,Audio Sessions,Sessions audio,Sesiones de audio,Audio-Sessions,Sessioni audio,Sessões de áudio,オーディオセッション
,,gallery_category_trailers,,Trailers,Bandes-annonces,Tráileres,Trailer,Trailer,Trailers,トレイラー
,,gallery_category_promotional_video,,วิดีโอส่งเสริมการขาย,Vidéo promotionnelle,Vídeo promocional,Werbevideo,Video promozionale,Vídeo promocional,プロモーションビデオ
,,pause_title,,หยุด,pause,pausa,pause,pausa,pausa,一時停止
,,pause_resume,,ดำเนินการต่อ,continuer,continuar,fortsetzen,riprendi,retomar,再開
,,pause_resume_prompt,,ดำเนินการต่อ,Continuer,Continuar,Fortsetzen,Riprendi,Retomar,再開
,,pause_options,,ตัวเลือก,options,opciones,optionen,opzioni,opções,オプション
,,pause_options_prompt,,ตัวเลือก,Options,Opciones,Optionen,Opzioni,Opções,オプション
,,pause_return,,กลับไปที่ไตเติ้ล,retour au titre,volver al título,zurück zum titel,torna al titolo,voltar ao início,タイトルへ
,,pause_return_prompt,,กลับไปที่ไตเติ้ล,Retour au titre,Volver al título,Zurück zum titel,Torna al titolo,Voltar ao início,タイトルへ戻る
,,pause_help,,ช่วยเหลือ,aide,ayuda,hilfe,guida,ajuda,遊び方
,,pause_how_to_play,,วิธีการเล่น,aide,ayuda,hilfe,guida,ajuda,遊び方
,,options_retro,,ดั้งเดิม,rétro,retro,retro,retro,retrô,レトロ
,,options_audio,,เสียง,audio,audio,audio,audio,áudio,音
,,options_video,,วิดีโอ,vidéo,vídeo,grafik,video,vídeo,画面
,,options_rumble,,การสั่น,vibration,vibración,vibration,vibrazione,"vibração
",振動
,,options_settings,,การตั้งค่า,réglages,configuración,einstellungen,impostazioni,configurações,設定
,,options_controls,,การควบคุม,commandes,controles,steuerung,comandi,controles,操作方法
,,options_language,,ภาษา,langue,idioma,sprache,lingua,idioma,言語
,,options_credits,,เครดิต,crédits,créditos,mitwirkende,riconoscimenti,créditos,クレジット
,,options_debug,,debug,débug,debug,debug,debug,depurar,デバッグ
,,options_back,,กลับ,retour,atrás,zurück,indietro,voltar,戻る
,,options_rumble_rumble,,การสั่น,vibrations,vibración,vibration,vibrazione,"vibração
",振動
,,options_rumble_rumble_switch,,การสั่น,vibrations,vibración,hd-vibration,vibrazione,"vibração
",HD振動
,,options_language_revert,,<ภาษาเริ่มต้น>,<langue par défaut>,<idioma predeterminado>,<standardsprache>,<lingua predefinita>,<idioma padrão>,<デフォルトの言語>
,,options_retro_retro_visuals,,ภาพดั้งเดิม visuals,graphismes rétro,gráficos retro,retro-grafik,grafica retro,visual retrô,レトロ ビジュアル
,,options_retro_retro_music,,เสียงดั้งเดิม,musique rétro,música retro,retro-musik,musica retro,música retrô,レトロ ミュージック
,,options_retro_retro_sfx,,sfx ดั้งเดิม,son rétro,efectos retro,retro-sfx,effetti retro,sons retrô,レトロ 効果音
,,options_retro_retro_inventory,,ช่องเก็บของดั้งเดิม,inventaire rétro,inventario retro,retro-inventar,inventario retro,inventário retrô,レトロ もちもの
,,options_retro_retro,,ดั้งเดิม,rétro,retro,retro,retro,retrô,レトロ
,,options_retro_modern,,ทันสมัย,moderne,moderno,modern,moderno,moderno,モダン
,,options_retro_hide_icon,,ซ่อนไอค่อน,masquer icône,ocultar icono,symbol ausblenden,nascondi icona,ocultar ícone,アイコン非表示
,,options_retro_advanced,,ตั้งค่าขั้นสูง,réglages avancés,configuración avanzada,erweiterte einstellungen,impostazioni avanzate,configurações avançadas,詳細設定
,,options_retro_retro_effects,,เอฟเฟคหน้าจอดั้งเดิม,effets écran rétro,efectos de pantalla retro,röhrenbild-effekt,schermo retro,monitor antigo,レトロモニター効果
,,options_retro_opt_scanlines,,scanline effect,effet de balayage,líneas de exploración,scanline-effekt,effetto scanline,efeito scanline,スキャンライン効果
,,options_retro_opt_old_monitor,,เอฟเฟคหน้าจอดั้งเดิม,effet écran rétro,pantalla antigua,röhrenbild-effekt,schermo retro,monitor antigo,レトロモニター効果
,,options_retro_opt_monitor_curvature,,monitor curvature,courbure moniteur,curvatura del monitor,monitor-krümmung,curvatura monitor,curvatura do monitor,モニター曲率
,,options_retro_opt_fm_unit,,fm sound unit,extension sonore fm,fm sound unit,fm sound unit,fm sound unit,extensão de som fm,FMサウンドユニット
,,options_audio_music_volume,,เพลง,musique,música,musik,musica,música,BGM
,,options_audio_sfx_volume,,sfx,son,efectos,sfx,effetti,sons,効果音
,,options_video_resolution,,ความละเอียด,résolution,resolución,auflösung,risoluzione,resolução,解像度
,,options_video_game_resolution,,ความละเอียดของเกม,résolution du jeu,resolución del juego,spiel-auflösung,risoluzione gioco,resolução do jogo,ゲーム解像度
,,options_video_fs_resolution,,ความละเอียดเต็มหน้าจอ resolution,résolution plein écran,resolución de pantalla completa,vollbild-auflösung,risoluzione schermo intero,resolução em tela cheia,全画面解像度
,,options_video_fs_resolution_desktop,,เช่นเดียวกับเดสก์ท็อป,identique au bureau,igual que el escritorio,wie desktop,identica a desktop,mesma da área de trabalho,デスクトップと同じ
,,options_video_backbuffer_resolution,,backbuffer resolution,résolution tampon arrière,resolución de búfer secundario,backbuffer-auflösung,risoluzione buffer nascosto,resolução backbuffer,バックバッファ解像度
,,options_video_display_mode,,โหมดการแสดงผล,mode d'affichage,modo de pantalla,anzeigemodus,modalità di visualizzazione,modo de exibição,画面モード
,,options_video_display_mode_fullscreen,,เต็มจอ,plein écran,pantalla completa,vollbild,schermo intero,tela cheia,全画面
,,options_video_display_mode_windowed,,หน้าต่าง,fenêtré,ventana,fenstermodus,finestra,modo janela,ウィンドウ
,,options_video_display_mode_borderless,,ไร้ขอบ,sans bordure,sin bordes,ohne rand,senza bordi,sem margem,ボーダーレス
,,options_video_vsync,,vertical sync,synchro verticale,sincronización vertical,vertikale synchronisation,sincronizzazione verticale,sincronização vertical,垂直同期
,,options_video_framerate_limiter,,จำกัดเฟรมเรต,limiteur de framerate,limitador de fotogramas,framerate-begrenzer,limitatore frequenza fotogrammi,limitador de taxa de quadros,フレームレート制限
,,options_video_display_framerate,,แสดงเฟรมเรต,afficher framerate,fotogramas por segundo,framerate anzeigen,frequenza fotogrammi visualizzati,exibir taxa de quadros,画面フレームレート
,,options_video_display_21_9_borders,,display 21:9 borders,afficher bordures 21:9,bordes de 21:9,21:9 ränder anzeigen,bordi 21:9,exibir margens 21:9,画面 21:9 ボーダー
,,options_video_display_21_9_4_3_borders,,display 21:9 / 4:3 borders,afficher bordures 21:9 / 4:3,bordes de 21:9/4:3,21:9/4:3 ränder anzeigen,bordi 21:9 / 4:3,exibir margens 21:9 / 4:3,画面 21:9 / 4:3 ボーダー
,,options_video_screen_setup,,การตั้งค่าหน้าจอ,config. écran,configuración de pantalla,bildschirm-setup,impostazioni schermo,config. tela,画面の設定
,,options_controls_gamepad_icons,,ไอคอนเกมแพด,icônes manette,iconos de mando,gamepad-symbole,icone controller,ícones de gamepad,ゲームパッドアイコン
,,options_controls_gamepad_icons_xb1,,Xbox One,Xbox One,Xbox One,Xbox One,Xbox One,Xbox One,Xbox One
,,options_controls_gamepad_icons_x360,,Xbox 360,Xbox 360,Xbox 360,Xbox 360,Xbox 360,Xbox 360,Xbox 360
,,options_controls_gamepad_icons_ps4,,PS4™,PS4™,PS4™,PS4™,PS4™,PS4™,PS4™
,,options_controls_gamepad_icons_steam,,Steam Controller,Steam Controller,Steam Controller,Steam Controller,Steam Controller,Steam Controller,Steamコントローラー
,,options_controls_pause_when_unfocused,,หยุดชั่วคราวเมื่อไม่ได้โฟกัส,pause en hors focus,pausa al desenfocar,pausieren wenn unfokussiert,pausa quando non attivo,pausa quando sem foco,フォーカスされていない時一時停止
,,options_controls_allow_keyboard_when_unfocused,,อนุญาตให้ใช้แป้นพิมพ์เมื่อไม่ได้โฟกัส,autoriser clavier en hors focus,permitir teclado al desenfocar,tastatur erlauben wenn unfokussiert,consenti tastiera quando non attivo,permitir teclado quando sem foco,フォーカスされていない時キーボード許可
,,options_controls_allow_gamepad_when_unfocused,,อนุญาตให้ใช้เกมแพด เมื่อไม่ได้โฟกัส,autoriser manette en hors focus,permitir mando al desenfocar,gamepad erlauben wenn unfokussiert,consenti controller quando non attivo,permitir gamepad quando sem foco,フォーカスされていない時ゲームパッド許可
,,options_controls_settings,,ควบคุมการตั้งค่า,paramètres commandes,ajustes de control,steuerungseinstellungen,impostazioni comandi,configurações de controles,操作設定
,,options_controls_keyboard_settings,,การตั้งค่าแป้นพิมพ์,paramètres clavier,ajustes de teclado,tastatureinstellungen,impostazioni tastiera,configurações de teclado,キーボード設定
,,options_controls_gamepad_settings,,การตั้งค่า เกมแพด,paramètres manette,ajustes de mando,gamepad-einstellungen,impostazioni controller,configurações de gamepad,ゲームパッド設定
,,options_controls_gamepad_number,,หมายเลข เกมแพด,numéro manette,,,,,
,,options_controls_gamepad_setup_controls,,การควบคุม เกมแพด,contrôles manette,,,,,
,,options_controls_gamepad_desc_number,,เกมแพด  %(NO),manette %(NO),,,,,
,,options_controls_gamepad_desc_connected,,เชื่อมต่อ,connectée,,,,,
,,options_controls_gamepad_desc_disconnected,,ตัดการเชื่อมต่อ,déconnectée,,,,,
,,options_controls_press_button_prompt,,"กดปุ่มเกมแพด/ทิศทางที่ต้องการสำหรับ [%(ACTION)], หรือ","appuyer sur la direction/touche souhaitée de la manette pour [%(ACTION)], ou","pulsa el botón del mando/dirección que desees para [%(ACTION)], o",drücke gewünschte gamepad-taste/richtung für [%(ACTION)] oder,"premi pulsante/tasto/direzione controller per [%(ACTION)], o","aperte o botão/direcional desejado do gamepad para atribuir a [%(ACTION)], ou",[%(ACTION)]に使用する任意のゲームパッドボタン/方向を押す、または
,,options_controls_press_key_prompt,,"กดปุ่มที่ต้องการสำหรับ [%(ACTION)], หรือ","appuyer sur la touche souhaitée pour  [%(ACTION)], ou","pulsa la tecla que desees para [%(ACTION)], o",drücke gewünschte taste für [%(ACTION)] oder,"premi tasto per [%(ACTION)], o","aperte a tecla desejada para atribuir a [%(ACTION)], ou",[%(ACTION)]に使用する任意のキーを押す、または
,,options_controls_press_key_prompt_b,,ยกเลิก,pour annuler,para cancelar,zum abbrechen,per annullare,para cancelar,キャンセル
,,options_controls_reset_to_default,,<รีเซ็ตเป็นค่าเริ่มต้น>,<réinitialiser aux valeurs par défaut>,<restablecer predeterminado>,<zurück zum standard>,<ripristina impostazioni predefinite>,<voltar aos padrões>,<デフォルトに戻す>
,,options_controls_mapping_edit_prompt,,แก้ไขแมปปุ่ม,modifier configuration commandes,modificar asignación,belegung bearbeiten,modifica mappatura,editar mapeamento,マップ編集
,,options_controls_mapping_delete_prompt,,ลบแมปปุ่ม,supprimer configuration commandes,borrar asignación,belegung löschen,elimina mappatura,excluir mapeamento,マップ削除
,,options_controls_mapping_none,,ไม่มี,aucun,nada,n/v,n/d,nenhum,なし
,,options_unknown,,ไม่ทราบ,inconnu,desconocido,unbekannt,sconosciuto,desconhecido,未知
,,controls_open_door,,เปิดประตู,ouvrir une porte,abrir puerta,tür öffnen,apri porta,abrir porta,ドアを開ける
,,controls_move,,เคลื่อนที่,se déplacer,moverse,bewegen,spostati,mover,移動
,,controls_crouch,,หมอบ,s'accroupir,agacharse,ducken,abbassati,agachar,しゃがむ
,,controls_pause,,หยุด,pause,pausa,pause,pausa,pausa,一時停止
,,controls_use_item,,ใช้ไอเทม,utiliser un objet,usar objeto,item benutzen,usa oggetto,usar item,アイテムを使う
,,controls_select_item,,เลือกไอเทม,sélectionner un objet,seleccionar objeto,item auswählen,seleziona oggetto,selec. item,アイテムを選ぶ
,,controls_inventory,,ช่องเก็บของ,inventaire,inventario,inventar,inventario,inventário,もちもの
,,controls_jump,,กระโดด,sauter,saltar,springen,salta,saltar,ジャンプ
,,controls_swim,,ว่ายน้ำ,nager,nadar,schwimmen,nuota,nadar,泳ぐ
,,controls_fly,,บิน,voler,volar,fliegen,vola,voar,飛ぶ
,,controls_grip,,ไต่,s'accrocher,agarrarse,festhalten,aggrappati,pendurar-se,つかまる
,,controls_grip2,,ไต่ผนัง,s'accrocher aux murs,agarrarse a las paredes,an wänden festhalten,aggrappati ai muri,pendurar-se em paredes,壁につかまる
,,controls_grip3,,ไต่ผนังตารางหมากรุก,s'accrocher aux murs à carreaux,agarrarse a las paredes a cuadros,an karowänden festhalten,aggrappati ai muri a scacchi,pendurar-se em paredes quadriculadas,マス模様の壁につかまる
,,controls_attack,,โจมตี,attaquer,atacar,angreifen,attacca,atacar,攻撃
,,controls_shield,,โล่,bouclier,usar escudo,schild,usa lo scudo,escudo,ガード
,,controls_retro_visuals,,ภาพดั้งเดิม,graphismes rétro,gráficos retro,retro-grafik,grafica retro,visual retrô,レトロ ビジュアル
,,controls_retro_music,,เพลงดั้งเดิม music,musique rétro,música retro,retro-musik,musica retro,música retrô,レトロ ミュージック
,,controls_retro_audio,,เสียงดั้งเดิม,audio rétro,audio retro,retro-audio,audio retro,áudio retrô,レトロ オーディオ
,,controls_retro_mode,,โหมดดั้งเดิม,mode rétro,modo retro,retro-modus,modalità retro,modo retrô,レトロ モード
,,controls_map_up,,บน,haut,arriba,hoch,su,para cima,上
,,controls_map_down,,ล่าง,bas,abajo,runter,giù,para baixo,下
,,controls_map_left,,ซ้าย,gauche,izquierda,links,sinistra,esquerda,左
,,controls_map_right,,ขวา,droite,derecha,rechts,destra,direita,右
,,controls_map_attack,,โจมตี,attaquer,atacar,angreifen,attacca,atacar,アタック
,,controls_map_jump,,กระโดด / บิน / ว่ายน้ำ,sauter / voler / nager,saltar/volar/nadar,springen/fliegen/schwimmen,salta / vola / nuota,saltar/voar/nadar,ジャンプ/飛ぶ/泳ぐ
